State_UT_name,Year,Jail_Type,Total_Convicts,Total_Under_trial,Total
D & N Haveli,2002,Sub_Jail,5,155,160
D & N Haveli,2002,Women Jail,0,0,0
D & N Haveli,2002,Borstal School,0,0,0
D & N Haveli,2002,Open Jail,0,0,0
D & N Haveli,2002,Special Jail,0,0,0
D & N Haveli,2002,Others,0,0,0
D & N Haveli,2002,Total,5,155,160
D & N Haveli,2003,Central Jail,0,0,0
D & N Haveli,2003,District Jail,0,0,0
D & N Haveli,2003,Sub_Jail,0,172,172
D & N Haveli,2003,Women Jail,0,0,0
D & N Haveli,2003,Borstal School,0,0,0
D & N Haveli,2003,Open Jail,0,0,0
D & N Haveli,2003,Special Jail,0,0,0
D & N Haveli,2003,Others,0,0,0
D & N Haveli,2003,Total,0,172,172
D & N Haveli,2004,Central Jail,0,0,0
D & N Haveli,2004,District Jail,0,0,0
D & N Haveli,2004,Sub_Jail,0,33,33
D & N Haveli,2004,Women Jail,0,0,0
D & N Haveli,2004,Borstal School,0,0,0
D & N Haveli,2004,Open Jail,0,0,0
D & N Haveli,2004,Special Jail,0,0,0
D & N Haveli,2004,Others,0,0,0
D & N Haveli,2004,Total,0,33,33
D & N Haveli,2005,Central Jail,0,0,0
D & N Haveli,2005,District Jail,0,0,0
D & N Haveli,2005,Sub_Jail,0,29,29
D & N Haveli,2005,Women Jail,0,0,0
D & N Haveli,2005,Borstal School,0,0,0
D & N Haveli,2005,Open Jail,0,0,0
D & N Haveli,2005,Special Jail,0,0,0
D & N Haveli,2005,Others,0,0,0
D & N Haveli,2005,Total,0,29,29
D & N Haveli,2006,Central Jail,0,0,0
D & N Haveli,2006,District Jail,0,0,0
D & N Haveli,2006,Sub_Jail,0,33,33
D & N Haveli,2006,Women Jail,0,0,0
D & N Haveli,2006,Borstal School,0,0,0
D & N Haveli,2006,Open Jail,0,0,0
D & N Haveli,2006,Special Jail,0,0,0
D & N Haveli,2006,Others,0,0,0
D & N Haveli,2006,Total,0,33,33
D & N Haveli,2007,Central Jail,0,0,0
D & N Haveli,2007,District Jail,0,0,0
D & N Haveli,2007,Sub_Jail,0,28,28
D & N Haveli,2007,Women Jail,0,0,0
D & N Haveli,2007,Borstal School,0,0,0
D & N Haveli,2007,Open Jail,0,0,0
D & N Haveli,2007,Special Jail,0,0,0
D & N Haveli,2007,Others,0,0,0
D & N Haveli,2007,Total,0,28,28
D & N Haveli,2008,Central Jail,0,0,0
D & N Haveli,2008,District Jail,0,0,0
D & N Haveli,2008,Sub_Jail,11,35,46
D & N Haveli,2008,Women Jail,0,0,0
D & N Haveli,2008,Borstal School,0,0,0
D & N Haveli,2008,Open Jail,0,0,0
D & N Haveli,2008,Special Jail,0,0,0
D & N Haveli,2008,Others,0,0,0
D & N Haveli,2008,Total,11,35,46
D & N Haveli,2009,Central Jail,0,0,0
D & N Haveli,2009,District Jail,0,0,0
D & N Haveli,2009,Sub_Jail,2,54,56
D & N Haveli,2009,Women Jail,0,0,0
D & N Haveli,2009,Borstal School,0,0,0
D & N Haveli,2009,Open Jail,0,0,0
D & N Haveli,2009,Special Jail,0,0,0
D & N Haveli,2009,Others,0,0,0
D & N Haveli,2009,Total,2,54,56
D & N Haveli,2010,Central Jail,0,0,0
D & N Haveli,2010,District Jail,0,0,0
D & N Haveli,2010,Sub_Jail,0,42,42
D & N Haveli,2010,Women Jail,0,0,0
D & N Haveli,2010,Borstal School,0,0,0
D & N Haveli,2010,Open Jail,0,0,0
D & N Haveli,2010,Special Jail,0,0,0
D & N Haveli,2010,Others,0,0,0
D & N Haveli,2010,Total,0,42,42
D & N Haveli,2011,Central Jail,0,0,0
D & N Haveli,2011,District Jail,0,0,0
D & N Haveli,2011,Sub_Jail,0,25,25
D & N Haveli,2011,Women Jail,0,0,0
D & N Haveli,2011,Borstal School,0,0,0
D & N Haveli,2011,Open Jail,0,0,0
D & N Haveli,2011,Special Jail,0,0,0
D & N Haveli,2011,Others,0,0,0
D & N Haveli,2011,Total,0,25,25
D & N Haveli,2012,Central Jail,0,0,0
D & N Haveli,2012,District Jail,0,0,0
D & N Haveli,2012,Sub_Jail,0,37,37
D & N Haveli,2012,Women Jail,0,0,0
D & N Haveli,2012,Borstal School,0,0,0
D & N Haveli,2012,Open Jail,0,0,0
D & N Haveli,2012,Special Jail,0,0,0
D & N Haveli,2012,Others,0,0,0
D & N Haveli,2012,Total,0,37,37
Daman & Diu,2001,Central Jail,0,0,0
Daman & Diu,2001,District Jail,0,0,0
Daman & Diu,2001,Sub_Jail,23,18,41
Daman & Diu,2001,Women Jail,0,0,0
Daman & Diu,2001,Borstal School,0,0,0
Daman & Diu,2001,Open Jail,0,0,0
Daman & Diu,2001,Special Jail,0,0,0
Daman & Diu,2001,Others,0,0,0
Daman & Diu,2001,Total,23,18,41
Daman & Diu,2002,Central Jail,0,0,0
Daman & Diu,2002,District Jail,0,0,0
Daman & Diu,2002,Sub_Jail,13,20,33
Daman & Diu,2002,Women Jail,0,0,0
Daman & Diu,2002,Borstal School,0,0,0
Daman & Diu,2002,Open Jail,0,0,0
Daman & Diu,2002,Special Jail,0,0,0
Daman & Diu,2002,Others,0,0,0
Daman & Diu,2002,Total,13,20,33
Daman & Diu,2003,Central Jail,0,0,0
Daman & Diu,2003,District Jail,0,0,0
Daman & Diu,2003,Sub_Jail,13,20,33
Daman & Diu,2003,Women Jail,0,0,0
Daman & Diu,2003,Borstal School,0,0,0
Daman & Diu,2003,Open Jail,0,0,0
Daman & Diu,2003,Special Jail,0,0,0
Daman & Diu,2003,Others,0,0,0
Daman & Diu,2003,Total,13,20,33
Daman & Diu,2004,Central Jail,0,0,0
Daman & Diu,2004,District Jail,0,0,0
Daman & Diu,2004,Sub_Jail,8,19,27
Daman & Diu,2004,Women Jail,0,0,0
Daman & Diu,2004,Borstal School,0,0,0
Daman & Diu,2004,Open Jail,0,0,0
Daman & Diu,2004,Special Jail,0,0,0
Daman & Diu,2004,Others,0,0,0
Daman & Diu,2004,Total,8,19,27
Daman & Diu,2005,Central Jail,0,0,0
Daman & Diu,2005,District Jail,0,0,0
Daman & Diu,2005,Sub_Jail,11,24,35
Daman & Diu,2005,Women Jail,0,0,0
Daman & Diu,2005,Borstal School,0,0,0
Daman & Diu,2005,Open Jail,0,0,0
Daman & Diu,2005,Special Jail,0,0,0
Daman & Diu,2005,Others,0,0,0
Daman & Diu,2005,Total,11,24,35
Daman & Diu,2006,Central Jail,0,0,0
Daman & Diu,2006,District Jail,0,0,0
Daman & Diu,2006,Sub_Jail,12,42,54
Daman & Diu,2006,Women Jail,0,0,0
Daman & Diu,2006,Borstal School,0,0,0
Daman & Diu,2006,Open Jail,0,0,0
Daman & Diu,2006,Special Jail,0,0,0
Daman & Diu,2006,Others,0,0,0
Daman & Diu,2006,Total,12,42,54
Daman & Diu,2007,Central Jail,0,0,0
Daman & Diu,2007,District Jail,0,0,0
Daman & Diu,2007,Sub_Jail,10,56,66
Daman & Diu,2007,Women Jail,0,0,0
Daman & Diu,2007,Borstal School,0,0,0
Daman & Diu,2007,Open Jail,0,0,0
Daman & Diu,2007,Special Jail,0,0,0
Daman & Diu,2007,Others,0,0,0
Daman & Diu,2007,Total,10,56,66
Daman & Diu,2008,Central Jail,0,0,0
Daman & Diu,2008,District Jail,0,0,0
Daman & Diu,2008,Sub_Jail,16,27,43
Daman & Diu,2008,Women Jail,0,0,0
Daman & Diu,2008,Borstal School,0,0,0
Daman & Diu,2008,Open Jail,0,0,0
Daman & Diu,2008,Special Jail,0,0,0
Daman & Diu,2008,Others,0,0,0
Daman & Diu,2008,Total,16,27,43
Daman & Diu,2009,Central Jail,0,0,0
Daman & Diu,2009,District Jail,0,0,0
Daman & Diu,2009,Sub_Jail,16,24,40
Daman & Diu,2009,Women Jail,0,0,0
Daman & Diu,2009,Borstal School,0,0,0
Daman & Diu,2009,Open Jail,0,0,0
Daman & Diu,2009,Special Jail,0,0,0
Daman & Diu,2009,Others,0,0,0
Daman & Diu,2009,Total,16,24,40
Daman & Diu,2010,Central Jail,0,0,0
Daman & Diu,2010,District Jail,0,0,0
Daman & Diu,2010,Sub_Jail,14,16,30
Daman & Diu,2010,Women Jail,0,0,0
Daman & Diu,2010,Borstal School,0,0,0
Daman & Diu,2010,Open Jail,0,0,0
Daman & Diu,2010,Special Jail,0,0,0
Daman & Diu,2010,Others,0,0,0
Daman & Diu,2010,Total,14,16,30
Daman & Diu,2011,Central Jail,0,0,0
Daman & Diu,2011,District Jail,0,0,0
Daman & Diu,2011,Sub_Jail,12,17,29
Daman & Diu,2011,Women Jail,0,0,0
Daman & Diu,2011,Borstal School,0,0,0
Daman & Diu,2011,Open Jail,0,0,0
Daman & Diu,2011,Special Jail,0,0,0
Daman & Diu,2011,Others,0,0,0
Daman & Diu,2011,Total,12,17,29
Daman & Diu,2012,Central Jail,0,0,0
Daman & Diu,2012,District Jail,0,0,0
Daman & Diu,2012,Sub_Jail,14,11,25
Daman & Diu,2012,Women Jail,0,0,0
Daman & Diu,2012,Borstal School,0,0,0
Daman & Diu,2012,Open Jail,0,0,0
Daman & Diu,2012,Special Jail,0,0,0
Daman & Diu,2012,Others,0,0,0
Daman & Diu,2012,Total,14,11,25
Delhi,2001,Central Jail,2104,8366,10470
Delhi,2001,District Jail,0,0,0
Delhi,2001,Sub_Jail,0,0,0
Delhi,2001,Women Jail,117,386,503
Delhi,2001,Borstal School,0,0,0
Delhi,2001,Open Jail,0,0,0
Delhi,2001,Special Jail,0,0,0
Delhi,2001,Others,0,0,0
Delhi,2001,Total,2221,8752,10973
Delhi,2002,Central Jail,2218,9275,11493
Delhi,2002,District Jail,0,0,0
Delhi,2002,Sub_Jail,0,0,0
Delhi,2002,Women Jail,115,381,496
Delhi,2002,Borstal School,0,0,0
Delhi,2002,Open Jail,0,0,0
Delhi,2002,Special Jail,0,0,0
Delhi,2002,Others,0,0,0
Delhi,2002,Total,2333,9656,11989
Delhi,2003,Central Jail,2152,9431,11583
Delhi,2003,District Jail,0,0,0
Delhi,2003,Sub_Jail,0,0,0
Delhi,2003,Women Jail,114,435,549
Delhi,2003,Borstal School,0,0,0
Delhi,2003,Open Jail,0,0,0
Delhi,2003,Special Jail,0,0,0
Delhi,2003,Others,0,0,0
Delhi,2003,Total,2266,9866,12132
Delhi,2004,Central Jail,1774,9688,11462
Delhi,2004,District Jail,602,0,602
Delhi,2004,Sub_Jail,0,0,0
Delhi,2004,Women Jail,132,399,531
Delhi,2004,Borstal School,0,0,0
Delhi,2004,Open Jail,0,0,0
Delhi,2004,Special Jail,0,0,0
Delhi,2004,Others,0,0,0
Delhi,2004,Total,2508,10087,12595
Delhi,2005,Central Jail,1412,9415,10827
Delhi,2005,District Jail,981,6,987
Delhi,2005,Sub_Jail,0,0,0
Delhi,2005,Women Jail,117,370,487
Delhi,2005,Borstal School,0,0,0
Delhi,2005,Open Jail,0,0,0
Delhi,2005,Special Jail,0,0,0
Delhi,2005,Others,0,0,0
Delhi,2005,Total,2510,9791,12301
Delhi,2006,Central Jail,2233,9129,11362
Delhi,2006,District Jail,137,1422,1559
Delhi,2006,Sub_Jail,0,0,0
Delhi,2006,Women Jail,79,383,462
Delhi,2006,Borstal School,0,0,0
Delhi,2006,Open Jail,0,0,0
Delhi,2006,Special Jail,0,0,0
Delhi,2006,Others,0,0,0
Delhi,2006,Total,2449,10934,13383
Delhi,2007,Central Jail,2072,7429,9501
Delhi,2007,District Jail,133,1463,1596
Delhi,2007,Sub_Jail,0,0,0
Delhi,2007,Women Jail,63,422,485
Delhi,2007,Borstal School,0,0,0
Delhi,2007,Open Jail,0,0,0
Delhi,2007,Special Jail,0,0,0
Delhi,2007,Others,0,0,0
Delhi,2007,Total,2268,9314,11582
Delhi,2008,Central Jail,1775,7603,9378
Delhi,2008,District Jail,147,1535,1682
Delhi,2008,Sub_Jail,0,0,0
Delhi,2008,Women Jail,56,414,470
Delhi,2008,Borstal School,0,0,0
Delhi,2008,Open Jail,0,0,0
Delhi,2008,Special Jail,0,0,0
Delhi,2008,Others,0,0,0
Delhi,2008,Total,1978,9552,11530
Delhi,2009,Central Jail,2069,7253,9322
Delhi,2009,District Jail,143,1314,1457
Delhi,2009,Sub_Jail,0,0,0
Delhi,2009,Women Jail,83,364,447
Delhi,2009,Borstal School,0,0,0
Delhi,2009,Open Jail,0,0,0
Delhi,2009,Special Jail,0,0,0
Delhi,2009,Others,0,0,0
Delhi,2009,Total,2295,8931,11226
Delhi,2010,Central Jail,2500,6401,8901
Delhi,2010,District Jail,147,1285,1432
Delhi,2010,Sub_Jail,0,0,0
Delhi,2010,Women Jail,104,401,505
Delhi,2010,Borstal School,0,0,0
Delhi,2010,Open Jail,0,0,0
Delhi,2010,Special Jail,0,0,0
Delhi,2010,Others,0,0,0
Delhi,2010,Total,2751,8087,10838
Delhi,2011,Central Jail,2921,7246,10167
Delhi,2011,District Jail,170,1255,1425
Delhi,2011,Sub_Jail,0,0,0
Delhi,2011,Women Jail,116,410,526
Delhi,2011,Borstal School,0,0,0
Delhi,2011,Open Jail,0,0,0
Delhi,2011,Special Jail,0,0,0
Delhi,2011,Others,0,0,0
Delhi,2011,Total,3207,8911,12118
Delhi,2012,Central Jail,2881,7105,9986
Delhi,2012,District Jail,213,1367,1580
Delhi,2012,Sub_Jail,0,0,0
Delhi,2012,Women Jail,125,415,540
Delhi,2012,Borstal School,0,0,0
Delhi,2012,Open Jail,0,0,0
Delhi,2012,Special Jail,0,0,0
Delhi,2012,Others,0,0,0
Delhi,2012,Total,3219,8887,12106
Lakshadweep,2001,Central Jail,0,0,0
Lakshadweep,2001,District Jail,0,0,0
Lakshadweep,2001,Sub_Jail,0,1,1
Lakshadweep,2001,Women Jail,0,0,0
Lakshadweep,2001,Borstal School,0,0,0
Lakshadweep,2001,Open Jail,0,0,0
Lakshadweep,2001,Special Jail,0,0,0
Lakshadweep,2001,Others,0,0,0
Lakshadweep,2001,Total,0,1,1
Lakshadweep,2002,Central Jail,0,0,0
Lakshadweep,2002,District Jail,0,0,0
Lakshadweep,2002,Sub_Jail,2,14,16
Lakshadweep,2002,Women Jail,0,0,0
Lakshadweep,2002,Borstal School,0,0,0
Lakshadweep,2002,Open Jail,0,0,0
Lakshadweep,2002,Special Jail,0,0,0
Lakshadweep,2002,Others,0,0,0
Lakshadweep,2002,Total,2,14,16
Lakshadweep,2003,Central Jail,0,0,0
Lakshadweep,2003,District Jail,0,0,0
Lakshadweep,2003,Sub_Jail,0,4,4
Lakshadweep,2003,Women Jail,0,0,0
Lakshadweep,2003,Borstal School,0,0,0
Lakshadweep,2003,Open Jail,0,0,0
Lakshadweep,2003,Special Jail,0,0,0
Lakshadweep,2003,Others,0,0,0
Lakshadweep,2003,Total,0,4,4
Lakshadweep,2004,Central Jail,0,0,0
Lakshadweep,2004,District Jail,0,0,0
Lakshadweep,2004,Sub_Jail,0,0,0
Lakshadweep,2004,Women Jail,0,0,0
Lakshadweep,2004,Borstal School,0,0,0
Lakshadweep,2004,Open Jail,0,0,0
Lakshadweep,2004,Special Jail,0,0,0
Lakshadweep,2004,Others,0,0,0
Lakshadweep,2004,Total,0,0,0
Lakshadweep,2005,Central Jail,0,0,0
Lakshadweep,2005,District Jail,0,0,0
Lakshadweep,2005,Sub_Jail,0,6,6
Lakshadweep,2005,Women Jail,0,0,0
Lakshadweep,2005,Borstal School,0,0,0
Lakshadweep,2005,Open Jail,0,0,0
Lakshadweep,2005,Special Jail,0,0,0
Lakshadweep,2005,Others,0,0,0
Lakshadweep,2005,Total,0,6,6
Lakshadweep,2006,Central Jail,0,0,0
Lakshadweep,2006,District Jail,0,0,0
Lakshadweep,2006,Sub_Jail,0,0,0
Lakshadweep,2006,Women Jail,0,0,0
Lakshadweep,2006,Borstal School,0,0,0
Lakshadweep,2006,Open Jail,0,0,0
Lakshadweep,2006,Special Jail,0,0,0
Lakshadweep,2006,Others,0,0,0
Lakshadweep,2006,Total,0,0,0
Lakshadweep,2007,Central Jail,0,0,0
Lakshadweep,2007,District Jail,0,0,0
Lakshadweep,2007,Sub_Jail,3,11,14
Lakshadweep,2007,Women Jail,0,0,0
Lakshadweep,2007,Borstal School,0,0,0
Lakshadweep,2007,Open Jail,0,0,0
Lakshadweep,2007,Special Jail,0,0,0
Lakshadweep,2007,Others,0,0,0
Lakshadweep,2007,Total,3,11,14
Lakshadweep,2008,Central Jail,0,0,0
Lakshadweep,2008,District Jail,0,0,0
Lakshadweep,2008,Sub_Jail,0,19,19
Lakshadweep,2008,Women Jail,0,0,0
Lakshadweep,2008,Borstal School,0,0,0
Lakshadweep,2008,Open Jail,0,0,0
Lakshadweep,2008,Special Jail,0,0,0
Lakshadweep,2008,Others,0,0,0
Lakshadweep,2008,Total,0,19,19
Lakshadweep,2009,Central Jail,0,0,0
Lakshadweep,2009,District Jail,0,0,0
Lakshadweep,2009,Sub_Jail,1,43,44
Lakshadweep,2009,Women Jail,0,0,0
Lakshadweep,2009,Borstal School,0,0,0
Lakshadweep,2009,Open Jail,0,0,0
Lakshadweep,2009,Special Jail,0,0,0
Lakshadweep,2009,Others,0,0,0
Lakshadweep,2009,Total,1,43,44
Lakshadweep,2010,Central Jail,0,0,0
Lakshadweep,2010,District Jail,0,0,0
Lakshadweep,2010,Sub_Jail,0,27,27
Lakshadweep,2010,Women Jail,0,0,0
Lakshadweep,2010,Borstal School,0,0,0
Lakshadweep,2010,Open Jail,0,0,0
Lakshadweep,2010,Special Jail,0,0,0
Lakshadweep,2010,Others,0,0,0
Lakshadweep,2010,Total,0,27,27
Lakshadweep,2011,Central Jail,0,0,0
Lakshadweep,2011,District Jail,0,0,0
Lakshadweep,2011,Sub_Jail,0,30,30
Lakshadweep,2011,Women Jail,0,0,0
Lakshadweep,2011,Borstal School,0,0,0
Lakshadweep,2011,Open Jail,0,0,0
Lakshadweep,2011,Special Jail,0,0,0
Lakshadweep,2011,Others,0,0,0
Lakshadweep,2011,Total,0,30,30
Lakshadweep,2012,Central Jail,0,0,0
Lakshadweep,2012,District Jail,0,0,0
Lakshadweep,2012,Sub_Jail,0,0,0
Lakshadweep,2012,Women Jail,0,0,0
Lakshadweep,2012,Borstal School,0,0,0
Lakshadweep,2012,Open Jail,0,0,0
Lakshadweep,2012,Special Jail,0,0,0
Lakshadweep,2012,Others,0,0,0
Lakshadweep,2012,Total,0,0,0
Pondicherry,2001,Central Jail,100,144,244
Pondicherry,2001,District Jail,7,9,16
Pondicherry,2001,Sub_Jail,1,1,2
Pondicherry,2001,Women Jail,0,0,0
Pondicherry,2001,Borstal School,0,0,0
Pondicherry,2001,Open Jail,0,0,0
Pondicherry,2001,Special Jail,0,0,0
Pondicherry,2001,Others,0,0,0
Pondicherry,2001,Total,108,154,262
Pondicherry,2002,Central Jail,110,92,202
Pondicherry,2002,District Jail,20,18,38
Pondicherry,2002,Sub_Jail,4,2,6
Pondicherry,2002,Women Jail,0,0,0
Pondicherry,2002,Borstal School,0,0,0
Pondicherry,2002,Open Jail,0,0,0
Pondicherry,2002,Special Jail,0,0,0
Pondicherry,2002,Others,0,0,0
Pondicherry,2002,Total,134,112,246
Pondicherry,2003,Central Jail,121,125,246
Pondicherry,2003,District Jail,0,0,0
Pondicherry,2003,Sub_Jail,1,5,6
Pondicherry,2003,Women Jail,0,0,0
Pondicherry,2003,Borstal School,0,0,0
Pondicherry,2003,Open Jail,0,0,0
Pondicherry,2003,Special Jail,17,9,26
Pondicherry,2003,Others,0,0,0
Pondicherry,2003,Total,139,139,278
Pondicherry,2004,Central Jail,96,150,246
Pondicherry,2004,District Jail,11,39,50
Pondicherry,2004,Sub_Jail,2,3,5
Pondicherry,2004,Women Jail,0,0,0
Pondicherry,2004,Borstal School,0,0,0
Pondicherry,2004,Open Jail,0,0,0
Pondicherry,2004,Special Jail,0,0,0
Pondicherry,2004,Others,0,0,0
Pondicherry,2004,Total,109,192,301
Pondicherry,2005,Central Jail,114,138,252
Pondicherry,2005,District Jail,5,26,31
Pondicherry,2005,Sub_Jail,0,5,5
Pondicherry,2005,Women Jail,0,0,0
Pondicherry,2005,Borstal School,0,0,0
Pondicherry,2005,Open Jail,0,0,0
Pondicherry,2005,Special Jail,0,0,0
Pondicherry,2005,Others,0,0,0
Pondicherry,2005,Total,119,169,288
Pondicherry,2006,Central Jail,87,140,227
Pondicherry,2006,District Jail,20,58,78
Pondicherry,2006,Sub_Jail,2,5,7
Pondicherry,2006,Women Jail,0,0,0
Pondicherry,2006,Borstal School,0,0,0
Pondicherry,2006,Open Jail,0,0,0
Pondicherry,2006,Special Jail,0,0,0
Pondicherry,2006,Others,0,0,0
Pondicherry,2006,Total,109,203,312
Pondicherry,2007,Central Jail,85,196,281
Pondicherry,2007,District Jail,24,26,50
Pondicherry,2007,Sub_Jail,3,12,15
Pondicherry,2007,Women Jail,0,0,0
Pondicherry,2007,Borstal School,0,0,0
Pondicherry,2007,Open Jail,0,0,0
Pondicherry,2007,Special Jail,0,0,0
Pondicherry,2007,Others,0,0,0
Pondicherry,2007,Total,112,234,346
Pondicherry,2008,Central Jail,81,161,242
Pondicherry,2008,District Jail,16,33,49
Pondicherry,2008,Sub_Jail,0,9,9
Pondicherry,2008,Women Jail,0,0,0
Pondicherry,2008,Borstal School,0,0,0
Pondicherry,2008,Open Jail,0,0,0
Pondicherry,2008,Special Jail,0,0,0
Pondicherry,2008,Others,0,0,0
Pondicherry,2008,Total,97,203,300
Pondicherry,2009,Central Jail,102,117,219
Pondicherry,2009,District Jail,16,33,49
Pondicherry,2009,Sub_Jail,1,0,1
Pondicherry,2009,Women Jail,0,0,0
Pondicherry,2009,Borstal School,0,0,0
Pondicherry,2009,Open Jail,0,0,0
Pondicherry,2009,Special Jail,0,0,0
Pondicherry,2009,Others,0,0,0
Pondicherry,2009,Total,119,150,269
Pondicherry,2010,Central Jail,101,100,201
Pondicherry,2010,District Jail,29,26,55
Pondicherry,2010,Sub_Jail,0,2,2
Pondicherry,2010,Women Jail,0,0,0
Pondicherry,2010,Borstal School,0,0,0
Pondicherry,2010,Open Jail,0,0,0
Pondicherry,2010,Special Jail,0,0,0
Pondicherry,2010,Others,0,0,0
Pondicherry,2010,Total,130,128,258
Pondicherry,2011,Central Jail,100,99,199
Pondicherry,2011,District Jail,0,0,0
Pondicherry,2011,Sub_Jail,0,0,0
Pondicherry,2011,Women Jail,0,0,0
Pondicherry,2011,Borstal School,0,0,0
Pondicherry,2011,Open Jail,0,0,0
Pondicherry,2011,Special Jail,30,13,43
Pondicherry,2011,Others,0,0,0
Pondicherry,2011,Total,130,112,242
Pondicherry,2012,Central Jail,85,118,203
Pondicherry,2012,District Jail,0,0,0
Pondicherry,2012,Sub_Jail,0,2,2
Pondicherry,2012,Women Jail,0,0,0
Pondicherry,2012,Borstal School,0,0,0
Pondicherry,2012,Open Jail,0,0,0
Pondicherry,2012,Special Jail,24,56,80
Pondicherry,2012,Others,0,0,0
Pondicherry,2012,Total,109,176,285
Andhra Pradesh,2013,Central Jail,3644,3525,7169
Andhra Pradesh,2013,District Jail,420,2913,3333
Andhra Pradesh,2013,Sub_Jail,79,3117,3196
Andhra Pradesh,2013,Women Jail,171,146,317
Andhra Pradesh,2013,Borstal School,3,0,3
Andhra Pradesh,2013,Open Jail,281,0,281
Andhra Pradesh,2013,Special Jail,0,0,0
Andhra Pradesh,2013,Others,0,0,0
Andhra Pradesh,2013,Total,4598,9701,14299
Arunachal Pradesh,2013,Central Jail,0,0,0
Arunachal Pradesh,2013,District Jail,11,81,92
Arunachal Pradesh,2013,Sub_Jail,0,0,0
Arunachal Pradesh,2013,Women Jail,0,0,0
Arunachal Pradesh,2013,Borstal School,0,0,0
Arunachal Pradesh,2013,Open Jail,0,0,0
Arunachal Pradesh,2013,Special Jail,0,0,0
Arunachal Pradesh,2013,Others,0,0,0
Arunachal Pradesh,2013,Total,11,81,92
Assam,2013,Central Jail,1268,1892,3160
Assam,2013,District Jail,1720,2954,4674
Assam,2013,Sub_Jail,3,69,72
Assam,2013,Women Jail,0,0,0
Assam,2013,Borstal School,0,0,0
Assam,2013,Open Jail,27,0,27
Assam,2013,Special Jail,75,248,323
Assam,2013,Others,0,0,0
Assam,2013,Total,3093,5163,8256
Bihar,2013,Central Jail,2289,7728,10017
Bihar,2013,District Jail,1374,15145,16519
Bihar,2013,Sub_Jail,152,3268,3420
Bihar,2013,Women Jail,40,36,76
Bihar,2013,Borstal School,0,0,0
Bihar,2013,Open Jail,92,0,92
Bihar,2013,Special Jail,533,432,965
Bihar,2013,Others,0,0,0
Bihar,2013,Total,4480,26609,31089
Chhatisgarh,2013,Central Jail,6372,4300,10672
Chhatisgarh,2013,District Jail,171,3183,3354
Chhatisgarh,2013,Sub_Jail,43,1758,1801
Chhatisgarh,2013,Women Jail,0,0,0
Chhatisgarh,2013,Borstal School,0,0,0
Chhatisgarh,2013,Open Jail,0,0,0
Chhatisgarh,2013,Special Jail,0,0,0
Chhatisgarh,2013,Others,0,0,0
Chhatisgarh,2013,Total,6586,9241,15827
Goa,2013,Central Jail,100,3,103
Goa,2013,District Jail,0,0,0
Goa,2013,Sub_Jail,27,291,318
Goa,2013,Women Jail,0,0,0
Goa,2013,Borstal School,0,0,0
Goa,2013,Open Jail,0,0,0
Goa,2013,Special Jail,0,0,0
Goa,2013,Others,0,102,102
Goa,2013,Total,127,396,523
Gujarat,2013,Central Jail,3240,3731,6971
Gujarat,2013,District Jail,246,1908,2154
Gujarat,2013,Sub_Jail,153,1522,1675
Gujarat,2013,Women Jail,50,65,115
Gujarat,2013,Borstal School,0,0,0
Gujarat,2013,Open Jail,56,0,56
Gujarat,2013,Special Jail,63,378,441
Gujarat,2013,Others,0,0,0
Gujarat,2013,Total,3808,7604,11412
Haryana,2013,Central Jail,1258,1708,2966
Haryana,2013,District Jail,5650,8754,14404
Haryana,2013,Sub_Jail,0,0,0
Haryana,2013,Women Jail,0,0,0
Haryana,2013,Borstal School,112,161,273
Haryana,2013,Open Jail,0,0,0
Haryana,2013,Special Jail,0,0,0
Haryana,2013,Others,0,0,0
Haryana,2013,Total,7020,10623,17643
Himachal Pradesh,2013,Central Jail,655,264,919
Himachal Pradesh,2013,District Jail,195,210,405
Himachal Pradesh,2013,Sub_Jail,92,524,616
Himachal Pradesh,2013,Women Jail,0,0,0
Himachal Pradesh,2013,Borstal School,7,0,7
Himachal Pradesh,2013,Open Jail,52,0,52
Himachal Pradesh,2013,Special Jail,0,0,0
Himachal Pradesh,2013,Others,0,0,0
Himachal Pradesh,2013,Total,1001,998,1999
Jammu & Kashmir,2013,Central Jail,247,555,802
Jammu & Kashmir,2013,District Jail,132,1240,1372
Jammu & Kashmir,2013,Sub_Jail,1,105,106
Jammu & Kashmir,2013,Women Jail,0,0,0
Jammu & Kashmir,2013,Borstal School,0,0,0
Jammu & Kashmir,2013,Open Jail,0,0,0
Jammu & Kashmir,2013,Special Jail,0,0,0
Jammu & Kashmir,2013,Others,0,0,0
Jammu & Kashmir,2013,Total,380,1900,2280
Jharkhand,2013,Central Jail,3934,4553,8487
Jharkhand,2013,District Jail,190,8152,8342
Jharkhand,2013,Sub_Jail,32,1265,1297
Jharkhand,2013,Women Jail,0,0,0
Jharkhand,2013,Borstal School,0,61,61
Jharkhand,2013,Open Jail,6,17,23
Jharkhand,2013,Special Jail,0,0,0
Jharkhand,2013,Others,0,0,0
Jharkhand,2013,Total,4162,14048,18210
Karnataka,2013,Central Jail,4248,5082,9330
Karnataka,2013,District Jail,116,2159,2275
Karnataka,2013,Sub_Jail,39,2072,2111
Karnataka,2013,Women Jail,0,0,0
Karnataka,2013,Borstal School,0,0,0
Karnataka,2013,Open Jail,12,0,12
Karnataka,2013,Special Jail,3,193,196
Karnataka,2013,Others,0,0,0
